0.49730169291	191177653034
0.757965550381	2484331699180
1.00901899904	5376986203600
1.2710135285	8955623110330
1.51999704295	13175298975000
1.76816736897	16655469758000
2.02727877578	16202455536800
2.27337916759	13922350877400
2.53175131219	11799301198600
3.02432172692	9333829861620
3.51703999409	7589960591420
4.01012789236	6612402500410
4.52820285355	6087390156900
5.03378428329	5451637197080
6.02047756339	4557037839040
7.01996007984	4137771148450
8.01929474385	3654889501980
9.03141864419	3506793392950
10.0309011606	3184153618520
